event_id,time,scenario_phase,weather_condition,crowd_outside,transport_arrival_next_10min,crowd_growth_rate,gate_a_queue,gate_b_queue,gate_c_queue,gate_d_queue,gate_a_status,gate_b_status,gate_c_status,gate_d_status,section_a,section_b,section_c,section_d,food_court,toilet,facility_demand_forecast,parking_occupancy_percent,emergency_status,staff_security,staff_food,staff_medical,vip_early_entry,risk_level,predicted_risk_next_15min,bottleneck_prediction,recommended_action
E010_T13,10:00:00Z,entry_complete,Light_Rain,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,106,106,106,106,45,27,Medium_Facility_Demand,44,Normal,5,3,2,False,Low,Low,No_Bottleneck,balanced_flow
E010_T14,10:05:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,106,106,106,106,0,10,Medium_Facility_Demand,70,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E010_T15,10:10:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,106,106,106,106,6,9,Medium_Facility_Demand,18,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E010_T16,10:15:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,106,106,106,106,32,12,Medium_Facility_Demand,32,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E010_T17,10:20:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,106,106,106,106,33,19,Medium_Facility_Demand,77,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E010_T18,10:25:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,106,106,106,106,25,36,Medium_Facility_Demand,66,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E010_T19,10:30:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,106,106,106,106,31,10,Medium_Facility_Demand,37,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E010_T20,10:35:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,106,106,106,106,22,4,Medium_Facility_Demand,36,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E010_T21,10:40:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,106,106,106,106,7,6,Medium_Facility_Demand,48,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E010_T22,10:45:00Z,halftime_prep,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,129,82,88,113,75,101,High_Food_Demand,45,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E010_T23,10:50:00Z,halftime_exit,Light_Rain,17,0,1700.0,0,0,0,0,Closed,Closed,Closed,Closed,104,125,138,107,53,124,Medium_Facility_Demand,6,Normal,5,6,2,False,Low,Low,Toilet_Bottleneck,deploy_food_staff
E010_T24,10:55:00Z,halftime_peak,Cloudy,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,134,94,112,119,115,27,High_Food_Demand,32,Normal,5,6,2,False,Medium,Low,No_Bottleneck,normal_operations
E010_T25,11:00:00Z,halftime_return,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,86,89,137,81,165,2,Critical_Food_Demand,84,Normal,5,6,2,False,Low,Low,Food_Court_Bottleneck,manage_food_queue
E010_T26,11:05:00Z,halftime_return,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,103,98,74,134,148,51,Critical_Food_Demand,64,Normal,5,6,2,False,Low,Low,Food_Court_Bottleneck,manage_food_queue
E010_T27,11:10:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,106,106,106,106,22,18,Medium_Facility_Demand,16,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E010_T28,11:15:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,106,106,106,106,38,3,Medium_Facility_Demand,41,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E010_T29,11:20:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,106,106,106,106,12,26,Medium_Facility_Demand,24,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E010_T30,11:25:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,106,106,106,106,23,3,Medium_Facility_Demand,40,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E010_T31,11:30:00Z,event_end,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,106,106,106,106,2,39,Medium_Facility_Demand,78,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E010_T32,11:35:00Z,exit_start,Clear,0,41,0.0,79,0,0,0,Open,Closed,Closed,Closed,87,87,87,87,42,33,Medium_Facility_Demand,85,Normal,5,3,2,False,Low,Medium,No_Bottleneck,open_more_exits
E010_T33,11:40:00Z,exit_rush,Clear,0,39,0.0,20,58,53,34,Open,Open,Open,Open,65,65,65,65,16,40,Low_Facility_Demand,14,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E010_T34,11:45:00Z,exit_rush,Cloudy,0,66,0.0,29,85,69,67,Open,Open,Open,Open,44,44,44,44,49,33,Low_Facility_Demand,16,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E010_T35,11:50:00Z,exit_rush,Clear,0,64,0.0,77,30,29,65,Open,Open,Open,Open,56,56,56,56,23,35,Low_Facility_Demand,45,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E010_T36,11:55:00Z,exit_complete,Cloudy,0,69,0.0,62,89,90,62,Open,Open,Open,Open,31,31,31,31,2,25,Low_Facility_Demand,72,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E010_T37,12:00:00Z,exit_complete,Heavy_Rain,0,76,0.0,59,29,37,28,Open,Open,Open,Open,68,68,68,68,49,9,Low_Facility_Demand,48,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E010_T38,12:05:00Z,exit_complete,Clear,0,72,0.0,45,29,35,86,Open,Open,Open,Open,58,58,58,58,33,26,Low_Facility_Demand,59,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E011_T01,09:00:00Z,pre_event,Light_Rain,36,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,2,30,Low_Facility_Demand,78,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E011_T02,09:15:00Z,pre_event,Cloudy,72,0,101.7,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,24,23,Low_Facility_Demand,65,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E011_T03,09:30:00Z,pre_event,Light_Rain,108,142,51.3,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,29,14,Low_Facility_Demand,54,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E011_T04,09:45:00Z,pre_event,Heavy_Rain,145,28,34.4,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,20,22,Low_Facility_Demand,59,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E011_T05,09:20:00Z,entry_start,Clear,313,117,115.9,167,0,0,0,Open,Closed,Closed,Closed,167,167,167,167,38,1,Medium_Facility_Demand,39,Normal,12,3,3,False,Critical,Critical,Gate_A_Bottleneck,open_gate_b_critical
E011_T06,09:25:00Z,entry_start,Cloudy,263,104,-16.0,87,0,0,0,Open,Closed,Closed,Closed,87,87,87,87,37,24,Medium_Facility_Demand,76,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E011_T07,09:30:00Z,entry_start,Clear,213,91,-19.0,88,96,0,0,Open,Open,Closed,Closed,88,184,184,184,27,26,Medium_Facility_Demand,44,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E011_T08,09:35:00Z,entry_start,Light_Rain,163,113,-23.5,42,45,0,0,Open,Open,Closed,Closed,42,87,87,87,7,14,Medium_Facility_Demand,39,Normal,7,3,3,False,High,Medium,No_Bottleneck,balanced_flow
E011_T09,09:40:00Z,entry_rush,Cloudy,113,103,-30.7,29,66,73,72,Open,Open,Open,Open,29,95,168,240,15,13,Medium_Facility_Demand,58,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E011_T10,09:45:00Z,entry_rush,Cloudy,63,98,-44.2,30,59,33,53,Open,Open,Open,Open,30,89,122,175,9,8,Medium_Facility_Demand,77,Normal,7,3,3,False,High,Medium,No_Bottleneck,balanced_flow
E011_T11,09:50:00Z,entry_rush,Clear,13,88,-79.4,43,70,45,36,Open,Open,Open,Open,43,113,158,194,14,17,Medium_Facility_Demand,58,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E011_T12,09:55:00Z,entry_rush,Cloudy,0,107,-100.0,28,37,25,73,Open,Open,Open,Open,28,65,90,163,16,35,Medium_Facility_Demand,80,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E011_T13,10:00:00Z,entry_complete,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,90,90,90,38,24,Medium_Facility_Demand,73,Normal,5,3,2,False,Low,Low,No_Bottleneck,balanced_flow
E011_T14,10:05:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,90,90,90,14,30,Medium_Facility_Demand,5,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T15,10:10:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,90,90,90,30,15,Medium_Facility_Demand,41,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T16,10:15:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,90,90,90,18,7,Medium_Facility_Demand,81,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T17,10:20:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,90,90,90,21,28,Medium_Facility_Demand,24,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T18,10:25:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,90,90,90,4,36,Medium_Facility_Demand,30,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T19,10:30:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,90,90,90,13,5,Medium_Facility_Demand,81,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T20,10:35:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,90,90,90,34,34,Medium_Facility_Demand,26,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T21,10:40:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,90,90,90,0,33,Medium_Facility_Demand,55,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T22,10:45:00Z,halftime_prep,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,113,79,98,75,129,0,Critical_Food_Demand,41,Normal,5,6,2,False,Low,Low,Food_Court_Bottleneck,manage_food_queue
E011_T23,10:50:00Z,halftime_exit,Clear,6,0,600.0,0,0,0,0,Closed,Closed,Closed,Closed,117,114,87,82,92,118,High_Food_Demand,59,Normal,5,6,2,False,Low,Low,Toilet_Bottleneck,deploy_food_staff
E011_T24,10:55:00Z,halftime_peak,Light_Rain,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,71,95,78,116,110,119,High_Food_Demand,70,Normal,5,6,2,False,Medium,Low,Toilet_Bottleneck,deploy_food_staff
E011_T25,11:00:00Z,halftime_return,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,79,114,116,119,114,49,High_Food_Demand,10,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T26,11:05:00Z,halftime_return,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,79,68,110,116,19,61,Medium_Facility_Demand,52,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T27,11:10:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,90,90,90,28,28,Medium_Facility_Demand,32,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T28,11:15:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,90,90,90,38,21,Medium_Facility_Demand,77,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T29,11:20:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,90,90,90,2,4,Medium_Facility_Demand,12,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T30,11:25:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,90,90,90,7,31,Medium_Facility_Demand,5,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T31,11:30:00Z,event_end,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,90,90,90,90,22,4,Medium_Facility_Demand,29,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E011_T32,11:35:00Z,exit_start,Cloudy,0,35,0.0,110,0,0,0,Open,Closed,Closed,Closed,63,63,63,63,4,10,Medium_Facility_Demand,45,Normal,5,3,2,False,Medium,High,No_Bottleneck,open_more_exits
E011_T33,11:40:00Z,exit_rush,Light_Rain,0,68,0.0,57,30,93,93,Open,Open,Open,Open,22,22,22,22,15,32,Low_Facility_Demand,28,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E011_T34,11:45:00Z,exit_rush,Heavy_Rain,0,70,0.0,61,76,54,96,Open,Open,Open,Open,19,19,19,19,12,25,Low_Facility_Demand,82,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E011_T35,11:50:00Z,exit_rush,Clear,0,66,0.0,90,96,49,96,Open,Open,Open,Open,8,8,8,8,8,19,Low_Facility_Demand,25,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E011_T36,11:55:00Z,exit_complete,Heavy_Rain,0,38,0.0,48,68,40,93,Open,Open,Open,Open,28,28,28,28,24,15,Low_Facility_Demand,16,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E011_T37,12:00:00Z,exit_complete,Light_Rain,0,35,0.0,47,93,53,70,Open,Open,Open,Open,25,25,25,25,14,30,Low_Facility_Demand,69,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E011_T38,12:05:00Z,exit_complete,Light_Rain,0,46,0.0,70,97,75,43,Open,Open,Open,Open,19,19,19,19,43,17,Low_Facility_Demand,47,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E012_T01,09:00:00Z,pre_event,Clear,35,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,9,27,Low_Facility_Demand,81,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E012_T02,09:15:00Z,pre_event,Light_Rain,70,0,100.6,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,2,4,Low_Facility_Demand,52,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E012_T03,09:30:00Z,pre_event,Heavy_Rain,105,61,50.4,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,41,7,Low_Facility_Demand,75,Normal,5,3,2,True,Medium,Low,No_Bottleneck,prepare_gates
E012_T04,09:45:00Z,pre_event,Light_Rain,140,81,33.7,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,17,11,Low_Facility_Demand,69,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E012_T05,09:20:00Z,entry_start,Clear,301,121,115.0,133,0,0,0,Open,Closed,Closed,Closed,133,133,133,133,26,2,Medium_Facility_Demand,72,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E012_T06,09:25:00Z,entry_start,Heavy_Rain,251,114,-16.6,126,0,0,0,Open,Closed,Closed,Closed,126,126,126,126,30,26,Medium_Facility_Demand,59,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E012_T07,09:30:00Z,entry_start,Light_Rain,201,149,-19.9,84,75,0,0,Open,Open,Closed,Closed,84,159,159,159,7,26,Medium_Facility_Demand,10,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E012_T08,09:35:00Z,entry_start,Light_Rain,151,91,-24.9,108,97,0,0,Open,Open,Closed,Closed,108,205,205,205,30,25,Medium_Facility_Demand,27,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E012_T09,09:40:00Z,entry_rush,Heavy_Rain,101,120,-33.1,50,61,79,74,Open,Open,Open,Open,50,111,190,264,34,14,Medium_Facility_Demand,57,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E012_T10,09:45:00Z,entry_rush,Cloudy,51,112,-49.5,76,66,21,62,Open,Open,Open,Open,76,142,163,225,7,23,Medium_Facility_Demand,56,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E012_T11,09:50:00Z,entry_rush,Heavy_Rain,1,127,-98.0,49,79,24,70,Open,Open,Open,Open,49,128,152,222,3,34,Medium_Facility_Demand,83,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E012_T12,09:55:00Z,entry_rush,Light_Rain,0,99,-100.0,25,39,57,35,Open,Open,Open,Open,25,64,121,156,42,5,Medium_Facility_Demand,38,Normal,7,3,3,False,High,Medium,No_Bottleneck,balanced_flow
E012_T13,10:00:00Z,entry_complete,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,87,87,87,0,32,Medium_Facility_Demand,39,Normal,5,3,2,False,Low,Low,No_Bottleneck,balanced_flow
E012_T14,10:05:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,87,87,87,39,19,Medium_Facility_Demand,68,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T15,10:10:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,87,87,87,32,35,Medium_Facility_Demand,37,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T16,10:15:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,87,87,87,17,10,Medium_Facility_Demand,34,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T17,10:20:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,87,87,87,0,7,Medium_Facility_Demand,28,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T18,10:25:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,87,87,87,10,5,Medium_Facility_Demand,43,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T19,10:30:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,87,87,87,20,32,Medium_Facility_Demand,85,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T20,10:35:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,87,87,87,39,30,Medium_Facility_Demand,32,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T21,10:40:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,87,87,87,34,27,Medium_Facility_Demand,52,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T22,10:45:00Z,halftime_prep,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,75,112,90,97,33,22,Medium_Facility_Demand,78,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T23,10:50:00Z,halftime_exit,Clear,87,0,8700.0,0,0,0,0,Closed,Closed,Closed,Closed,86,80,67,87,89,73,High_Food_Demand,69,Normal,5,6,2,False,Low,Low,No_Bottleneck,open_more_exits
E012_T24,10:55:00Z,halftime_peak,Cloudy,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,63,65,98,91,17,86,Medium_Facility_Demand,20,Normal,5,6,2,False,Medium,Low,No_Bottleneck,normal_operations
E012_T25,11:00:00Z,halftime_return,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,116,106,70,96,33,12,Medium_Facility_Demand,51,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T26,11:05:00Z,halftime_return,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,69,112,112,61,107,32,High_Food_Demand,26,Normal,5,6,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T27,11:10:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,87,87,87,22,16,Medium_Facility_Demand,65,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T28,11:15:00Z,event_active,Cloudy,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,87,87,87,43,26,Medium_Facility_Demand,24,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T29,11:20:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,87,87,87,18,16,Medium_Facility_Demand,34,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T30,11:25:00Z,event_active,Light_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,87,87,87,18,8,Medium_Facility_Demand,73,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T31,11:30:00Z,event_end,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,87,87,87,87,23,31,Medium_Facility_Demand,29,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E012_T32,11:35:00Z,exit_start,Clear,0,37,0.0,149,0,0,0,Open,Closed,Closed,Closed,50,50,50,50,13,32,Low_Facility_Demand,18,Normal,5,3,2,False,Medium,High,No_Bottleneck,open_more_exits
E012_T33,11:40:00Z,exit_rush,Light_Rain,0,52,0.0,60,31,44,28,Open,Open,Open,Open,47,47,47,47,17,23,Low_Facility_Demand,72,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E012_T34,11:45:00Z,exit_rush,Cloudy,0,73,0.0,100,65,93,71,Open,Open,Open,Open,5,5,5,5,4,8,Low_Facility_Demand,48,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E012_T35,11:50:00Z,exit_rush,Light_Rain,0,78,0.0,74,79,48,53,Open,Open,Open,Open,24,24,24,24,8,19,Low_Facility_Demand,31,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E012_T36,11:55:00Z,exit_complete,Heavy_Rain,0,58,0.0,91,82,24,76,Open,Open,Open,Open,19,19,19,19,36,31,Low_Facility_Demand,56,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E012_T37,12:00:00Z,exit_complete,Cloudy,0,45,0.0,81,27,100,62,Open,Open,Open,Open,20,20,20,20,5,8,Low_Facility_Demand,19,Normal,5,3,2,False,Low,High,No_Bottleneck,balanced_exit
E012_T38,12:05:00Z,exit_complete,Clear,0,61,0.0,21,58,21,58,Open,Open,Open,Open,48,48,48,48,1,33,Low_Facility_Demand,20,Normal,5,3,2,False,Low,Medium,No_Bottleneck,balanced_exit
E013_T01,09:00:00Z,pre_event,Cloudy,54,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,52,23,Low_Facility_Demand,61,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E013_T02,09:15:00Z,pre_event,Light_Rain,108,0,100.7,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,36,46,Low_Facility_Demand,68,Normal,5,3,2,False,Low,Low,No_Bottleneck,monitor_only
E013_T03,09:30:00Z,pre_event,Heavy_Rain,162,125,50.6,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,60,10,Low_Facility_Demand,10,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E013_T04,09:45:00Z,pre_event,Clear,216,128,33.8,0,0,0,0,Closed,Closed,Closed,Closed,0,0,0,0,33,22,Low_Facility_Demand,57,Normal,5,3,2,False,Medium,Low,No_Bottleneck,prepare_gates
E013_T05,09:20:00Z,entry_start,Light_Rain,492,142,127.8,191,0,0,0,Open,Closed,Closed,Closed,191,191,191,191,29,11,Medium_Facility_Demand,26,Normal,12,3,3,False,Critical,Critical,Gate_A_Bottleneck,open_gate_b_critical
E013_T06,09:25:00Z,entry_start,Clear,442,114,-10.2,190,0,0,0,Open,Closed,Closed,Closed,190,190,190,190,5,24,Medium_Facility_Demand,12,Normal,12,3,3,False,Critical,Critical,Gate_A_Bottleneck,open_gate_b_critical
E013_T07,09:30:00Z,entry_start,Clear,392,127,-11.3,47,104,0,0,Open,Open,Closed,Closed,47,151,151,151,29,1,Medium_Facility_Demand,80,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E013_T08,09:35:00Z,entry_start,Cloudy,342,116,-12.8,114,119,0,0,Open,Open,Closed,Closed,114,233,233,233,44,13,Medium_Facility_Demand,31,Normal,7,3,3,False,High,High,No_Bottleneck,open_gate_c
E013_T09,09:40:00Z,entry_rush,Heavy_Rain,292,115,-14.6,24,55,63,42,Open,Open,Open,Open,24,79,142,184,0,43,Medium_Facility_Demand,78,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E013_T10,09:45:00Z,entry_rush,Light_Rain,242,107,-17.1,60,72,46,46,Open,Open,Open,Open,60,132,178,224,60,8,Medium_Facility_Demand,59,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E013_T11,09:50:00Z,entry_rush,Light_Rain,192,119,-20.7,35,52,31,49,Open,Open,Open,Open,35,87,118,167,8,11,Medium_Facility_Demand,31,Normal,7,3,3,False,High,Medium,No_Bottleneck,balanced_flow
E013_T12,09:55:00Z,entry_rush,Heavy_Rain,142,82,-26.0,52,53,80,80,Open,Open,Open,Open,52,105,185,265,64,22,Medium_Facility_Demand,42,Normal,7,3,3,False,High,Medium,No_Bottleneck,open_gate_c
E013_T13,10:00:00Z,entry_complete,Heavy_Rain,0,0,-100.0,0,0,0,0,Closed,Closed,Closed,Closed,135,135,135,135,1,4,Medium_Facility_Demand,61,Normal,5,3,2,False,Low,Low,No_Bottleneck,balanced_flow
E013_T14,10:05:00Z,event_active,Heavy_Rain,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,135,135,135,135,17,22,Medium_Facility_Demand,72,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E013_T15,10:10:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,135,135,135,135,35,18,Medium_Facility_Demand,25,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
E013_T16,10:15:00Z,event_active,Clear,0,0,0.0,0,0,0,0,Closed,Closed,Closed,Closed,135,135,135,135,41,27,Medium_Facility_Demand,49,Normal,5,3,2,False,Low,Low,No_Bottleneck,normal_operations
